职位名称,职位名称关键字,职位薪资,公司名称,地区,工作经验,学历要求,职位描述要求
测试工程师,测试,15000.0,北京美凯达教育科技有限公司,北京,3,不限,
测试（云游戏）,测试,25000.0,动视云（北京）科技有限公司,北京,3,本科,
测试工程师,测试,9500.0,深圳松茂科技有限公司,深圳,1,本科,
测试开发,测试,22500.0,车好多旧机动车经纪（北京）有限公司,北京,0,本科,
测试,测试,10000.0,上海海万信息科技股份有限公司,上海,1,本科,
ZBBU-测试工程师（移动端）,测试,15000.0,广州酷狗计算机科技有限公司,广州,1,本科,
测试工程师,测试,15000.0,乐元素科技（北京）股份有限公司,上海,1,本科,
测试工程师,测试,30000.0,威斯科技（苏州）有限公司,杭州,1,本科,
测试,测试,6500.0,成都房联云码科技有限公司,成都,1,本科,
测试工程师（期货产品）,测试,15000.0,东方财富信息股份有限公司,上海,0,本科,
测试工程师（途虎养车2019校园招聘）,测试,9000.0,上海阑途信息技术有限公司,上海,0,本科,
测试工程师,测试,7500.0,武汉佰钧成技术有限责任公司,武汉,1,本科,
测试工程师,测试,8000.0,上海睿畜电子科技有限公司,上海,1,大专,
测试工程师,测试,10000.0,深圳市蘑菇财富技术有限公司,深圳,1,本科,
测试工程师,测试,22500.0,深圳市亿亿科技有限公司,深圳,5,大专,
测试工程师,测试,15000.0,广州市百果园网络科技有限公司,广州,1,本科,
测试工程师,测试,7000.0,成都铁皮人科技有限公司,成都,1,本科,
测试工程师（中科智城）,测试,7000.0,广州中国科学院软件应用技术研究所,淮北,1,本科,
测试工程师,测试,11000.0,上海花千树信息科技有限公司北京分公司,北京,1,本科,
测试（实习生）,测试,5000.0,杭州菲助科技有限公司,杭州,0,大专,
测试工程师,测试,12500.0,上海微盟企业发展有限公司,上海,3,本科,
测试工程师,测试,12500.0,武汉佰钧成技术有限责任公司,武汉,1,本科,
测试工程师（2020届）,测试,3000.0,上海阑途信息技术有限公司,武汉,0,本科,
测试工程师,测试,17000.0,上海华钦信息科技股份有限公司,上海,3,本科,
测试工程师,测试,7500.0,福州剑讯网络科技有限公司,福州,0,大专,
测试工程师（北京）,测试,15000.0,谷川联行有限公司,北京,0,本科,
测试工程师（接口）,测试,15000.0,时时同云科技（成都）有限责任公司,成都,5,本科,
测试工程师,测试,11500.0,广州市汇聚支付电子科技有限公司,广州,3,本科,
测试工程师,测试,15000.0,北京一人一亩田网络科技有限公司,北京,1,本科,
测试工程师,测试,11500.0,广州舜飞信息科技有限公司,深圳,1,本科,
测试工程师(J10216),测试,15000.0,包头市包银消费金融股份有限公司,北京,3,本科,
测试工程师,测试,40000.0,上海寻梦信息技术有限公司,上海,5,本科,
测试工程师,测试,20000.0,珠海盈米基金销售有限公司,广州,0,本科,
测试工程师（标注工具）,测试,18000.0,爱笔（北京）智能科技有限公司,北京,3,本科,
测试工程师,测试,9500.0,天聚地合（苏州）数据股份有限公司,苏州,3,本科,
测试工程师,测试,11000.0,一号商机（北京）科技有限公司,北京,1,不限,
测试工程师（英文）,测试,10500.0,广州龙腾出行网络科技股份有限公司,广州,1,本科,
测试工程师（实习生）,测试,3500.0,广州市汇聚支付电子科技有限公司,广州,0,大专,
测试工程师,测试,8000.0,西安创典全程地产顾问股份有限公司,西安,3,大专,
测试工程师,测试,10500.0,广东省电信规划设计院有限公司,上海,1,本科,
测试组组长,测试,21000.0,深圳威尔视觉传媒有限公司,深圳,5,本科,
测试工程师,测试,15000.0,百融云创科技股份有限公司,北京,0,本科,
性能测试,测试,20000.0,杭州喜兔科技有限公司,杭州,3,本科,
测试工程师,测试,20000.0,广汽蔚来新能源汽车科技有限公司,广州,0,本科,
软件测试,测试,7500.0,北京发现角科技有限公司,北京,0,本科,
测试工程师（数仓方向）,测试,16000.0,杭州览众数据科技有限公司,杭州,3,本科,
客户端测试,测试,22500.0,广州汇量信息科技有限公司,北京,3,本科,
测试工程师（商业部）,测试,27500.0,北京陌陌科技有限公司,北京,3,本科,
测试工程师(金融支付方向),测试,20500.0,广州致景信息科技有限公司,广州,5,大专,
测试工程师（校招）,测试,7000.0,广州凡科互联网科技股份有限公司,广州,1,本科,
测试工程师,测试,8000.0,浙江远图互联科技股份有限公司,杭州,0,不限,
测试工程师 (MJ000081),测试,12000.0,北京心更远科技发展有限公司,北京,3,不限,
测试工程师,测试,20000.0,珠海盈米基金销售有限公司,北京,0,本科,
测试工程师,测试,10500.0,武汉市星商电子商务有限公司,武汉,3,本科,
测试工程师（中/高）,测试,15000.0,广东世纪晓教育科技有限公司,广州,3,本科,
测试工程师,测试,9000.0,北京华夏创新科技有限公司,北京,1,本科,
车机测试工程师,测试,7500.0,易诚博睿（南京）科技有限公司,南京,1,本科,
测试工程师（性能测试）,测试,20000.0,北京思高网络技术有限公司,广州,3,不限,
测试工程师,测试,22500.0,北京陌陌科技有限公司,北京,1,本科,
测试开发,测试,30000.0,躺平设计家（上海）科技有限公司,上海,5,本科,
测试工程师,测试,10500.0,深圳市利谱信息技术有限公司,深圳,3,本科,
测试工程师,测试,20000.0,成都超有爱科技有限公司,成都,0,本科,
测试工程师,测试,12500.0,三棵树（广州）教育科技有限公司,广州,3,本科,
测试工程师（商业部）,测试,20000.0,北京陌陌科技有限公司,北京,0,本科,
测试工程师 (MJ000160),测试,12500.0,杭州玳数科技有限公司,杭州,3,本科,
测试工程师,测试,15000.0,深圳市易讯天空网络技术有限公司,深圳,3,本科,
测试工程师（上海）,测试,15000.0,海南高灯科技有限公司,上海,3,本科,
测试工程师,测试,11500.0,上海阑途信息技术有限公司,上海,1,本科,
手机游戏测试专员/QA,测试,5000.0,成都哆可梦网络科技有限公司,成都,1,大专,
测试工程师,测试,7500.0,重庆易宠科技有限公司,重庆,1,本科,
测试工程师,测试,12500.0,珠海菠萝派科技有限公司,珠海,3,不限,
测试工程师,测试,20000.0,北京云联万维技术有限公司,北京,1,本科,
测试工程师,测试,9500.0,上海微问家信息技术有限公司,上海,1,本科,
测试工程师,测试,9000.0,北京人和创建信息技术有限公司,北京,3,大专,
测试工程师 (MJ000878),测试,20000.0,上海哔哩哔哩科技有限公司,上海,3,本科,
软件测试工程师,测试,10500.0,深圳市汇合发展有限公司,深圳,0,本科,
测试工程师,测试,10000.0,杭州趣维科技有限公司,杭州,1,本科,
测试工程师,测试,8500.0,上海星艾网络科技有限公司,上海,1,本科,
测试工程师,测试,8000.0,重庆易宠科技有限公司,重庆,1,本科,
测试工程师,测试,12500.0,上海有梦国际贸易有限公司,上海,1,本科,
测试工程师,测试,22500.0,锋泾（中国）建材集团有限公司,上海,3,本科,
测试工程师,测试,20000.0,北京步峰信息技术有限公司,北京,5,本科,
测试工程师,测试,26500.0,北京旷视科技有限公司,北京,3,本科,
测试工程师,测试,6000.0,大连来锐软件有限公司,大连,1,本科,
测试工程师（核心账务系统）,测试,15000.0,马上消费金融股份有限公司,北京,5,本科,
测试工程师（二手车新零售&amp;商业赋能）,测试,11500.0,杭州大搜车汽车服务有限公司,杭州,1,本科,
测试工程师(J10275),测试,19500.0,深圳市房多多网络科技有限公司,深圳,3,本科,
测试工程师,测试,20000.0,互动峰科技（北京）有限公司,北京,1,本科,
测试工程师,测试,16000.0,亿达信息技术（深圳）有限公司,广州,3,大专,
测试工程师,测试,12500.0,杭州高街科技有限公司,杭州,1,大专,
测试工程师,测试,11500.0,深圳市赢时胜信息技术股份有限公司,北京,1,本科,
测试工程师(中控）,测试,22500.0,北京金山云网络技术有限公司,北京,3,本科,
测试工程师,测试,6000.0,北京对啊网教育科技有限公司,北京,1,本科,
测试工程师,测试,17000.0,亿达信息技术（深圳）有限公司,广州,3,本科,
测试工程师,测试,16500.0,上海飞语网络科技有限公司,上海,3,本科,
测试工程师,测试,27500.0,北京向上一心科技有限公司,北京,3,本科,
测试工程师（天天基金）,测试,10500.0,东方财富信息股份有限公司,上海,1,本科,
测试工程师（福田）,测试,10500.0,维恩贝特科技有限公司,深圳,1,本科,
测试工程师 (MJ000649),测试,20000.0,上海你我贷互联网金融信息服务有限公司,上海,3,本科,
测试工程师（售后）,测试,22500.0,深圳虾皮信息科技有限公司,深圳,1,本科,
测试,测试,27000.0,达疆网络科技（上海）有限公司,北京,3,不限,
测试工程师,测试,16000.0,北京深度制耀科技有限公司,北京,1,大专,
测试工程师,测试,11500.0,深圳前海小鸟云计算有限公司,深圳,3,大专,
测试工程师（溯源）,测试,10000.0,深圳中琛源科技股份有限公司,深圳,1,大专,
测试工程师,测试,15000.0,深圳小鹅网络技术有限公司,深圳,1,本科,
测试工程师,测试,10500.0,上海快仓智能科技有限公司,苏州,3,本科,
测试工程师,测试,14000.0,杭州抢趣网络科技有限公司,杭州,3,本科,
测试工程师,测试,20000.0,宠爱天下（宁波）科技有限责任公司,北京,5,本科,
测试工程师,测试,8500.0,上海安畅网络科技股份有限公司,上海,1,大专,
测试工程师,测试,8000.0,江苏神彩科技股份有限公司,苏州,1,本科,
测试工程师,测试,30000.0,北京小米科技有限责任公司,北京,0,本科,
游戏测试,测试,12000.0,北京乐信圣文科技有限责任公司,北京,3,本科,
测试工程师,测试,4500.0,成都亿盟恒信科技有限公司,成都,1,大专,
测试开发,测试,12500.0,浙江网新恒天软件有限公司,杭州,1,本科,
测试工程师,测试,7500.0,拜仑科技集团有限公司,长沙,3,本科,
测试工程师（杭州）,测试,20000.0,上海众旦信息科技有限公司,杭州,3,大专,
测试工程师（贵阳）,测试,7000.0,贵阳高登世德金融科技有限公司,贵阳,1,本科,
测试工程师,测试,12500.0,杭州拜阁科技有限公司,杭州,3,大专,
测试工程师,测试,7500.0,温州浩瑞网络科技有限公司,温州,1,大专,
测试工程师,测试,6000.0,北京韦尔科技有限公司,吕梁,1,本科,
测试工程师,测试,10000.0,北京铭泰金科信息技术有限公司,深圳,3,本科,
测试工程师（APP端）,测试,20000.0,北京中网易企秀科技有限公司,北京,3,本科,
测试工程师,测试,11500.0,深圳复临信息科技有限公司,深圳,1,本科,
测试工程师（面向2020年毕业生）,测试,4000.0,深圳市随手科技有限公司,深圳,0,不限,
测试工程师,测试,15000.0,北京深睿博联科技有限责任公司,杭州,3,本科,
测试工程师,测试,5500.0,贵州光点云链科技有限公司,贵阳,3,大专,
测试工程师,测试,30000.0,浙江菜鸟供应链管理有限公司,杭州,3,本科,
测试工程师,测试,25000.0,凡普金科集团有限公司,北京,5,本科,
测试工程师,测试,20000.0,杭州微拍堂文化创意有限公司,杭州,3,大专,
QA,测试,22500.0,浙江未来酒店网络技术有限公司,杭州,3,本科,
测试工程师,测试,12500.0,北京北大软件工程股份有限公司,北京,1,本科,
测试工程师,测试,9000.0,宝宝巴士（福建）网络科技有限公司,福州,1,不限,
测试开发工程师,测试,30000.0,北京和风畅想科技有限公司,北京,1,本科,
测试工程师,测试,14500.0,必成汇（成都）科技有限公司,成都,3,本科,
测试工程师,测试,15000.0,深圳前海联动云汽车租赁有限公司,深圳,3,本科,
车机端测试工程师,测试,18000.0,上海帆一尚行科技有限公司,上海,3,本科,
测试工程师,测试,5000.0,深圳互乐科技有限公司,广州,1,大专,
测试工程师,测试,15000.0,北京深睿博联科技有限责任公司,北京,1,本科,
测试工程师,测试,18000.0,澳发科技（珠海横琴）有限公司,珠海,3,本科,
测试工程师,测试,12000.0,北京科码先锋互联网技术股份有限公司武汉分公司,武汉,5,本科,
测试工程师,测试,15000.0,广州至真信息科技有限公司,广州,3,本科,
测试工程师,测试,15000.0,北京闲徕互娱网络科技有限公司,北京,3,本科,
测试工程师,测试,20000.0,北京东方优播网络科技有限公司,北京,3,本科,
测试工程师（商业部）,测试,20000.0,北京陌陌科技有限公司,北京,0,不限,
测试工程师,测试,14500.0,深圳点猫科技有限公司,深圳,1,本科,
测试工程师,测试,12500.0,厦门市节点科技集团有限公司,合肥,3,本科,
测试工程师(J10168),测试,20000.0,传易互动游戏科技（北京）有限公司,深圳,1,不限,
测试工程师（后台）,测试,13500.0,深圳万威国际科技有限公司,深圳,3,本科,
