,职位名称,职位名称关键字,职位薪资,公司名称,地区,工作经验,学历要求,职位描述要求,C,Python,Matlab,Opencv,Tensorflow,Java,Linux,Caffe,Spark,Pytorch
506,视觉算法工程师,算法,14000.0,深圳百迈技术有限公司,深圳,1.0,本科,岗位职责1、负责现有机器视觉AOI产品的图像算法的开发维护与优化；2、负责相关领域的图像处理技术跟踪、研究及开发。职位诱惑1、研发公司，尊重技术，学术氛围浓厚；2、年底双薪，六险一金，年度体检，部门团建，福利齐全；3、与国际一流的机器视觉公司同台，快速提升个人能力。任职要求1.本科及以上学历，数学/计算机等相关专业优先；2.具有较强的编程能力，熟悉C/C++语言；3.具有机器视觉或图像处理方面相关项目经验者优先；4.良好的英文阅读理解能力；5.良好的沟通与表达能力，良好的团队合作精神和态度。,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
507,算法工程师,算法,20000.0,上海心灵伙伴览育信息技术有限公司,上海,0.0,无,岗位职责：对公司持续积累中的数据进行深度分析、挖掘，参与智能软硬件产品的算法设计与实现。任职要求：1、本科以上学历，计算机、数学、统计学或其他相关专业毕业。具有硕士以上学历者优先。2、熟悉机器学习、语音识别、图像处理 、数据挖掘等相关技术，对机器学习的算法有一定的实践 经验。3、具有扎实的程序设计功底，熟悉Java、Scala、Python、R中至少一门语言。4、具有强烈的求知欲望和探索精神、优秀的分析问题和解决问题的能力、良好的的沟通和表达能力，能承受一定压力。5、2年以上相关工作经验者优先。,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
508,高级算法工程师 机器学习 数据挖掘 算法策略研究,算法,40000.0,悠易互通（北京）广告有限公司,北京,3.0,硕士,"工作职责：1. 负责实时竞价展示广告的算法策略研究、开发和优化工作；2. 使用上亿级别的广告实时和离线数据对不同的业务场景，使用适合的算法模型进行建模、效果验证和优化的快速迭代；3. 可深入研究不同的业务场景：如自然语言处理，个性化推荐，跨设备人群识别，反作弊，效果KPI预估，归因分析，广告竞价算法等；4. 结合业务需求，与高校合作，共同研究前沿的算法模型，推动公司业务的发展以及提升行业内的研究水平任职资格：1. 计算机、统计、数学等相关专业，硕士及以上学历或本科学历且具备2年以上算法工程师经验；2. 具备良好的编程能力和代码风格，具备linux/unix环境开发经验，至少熟练掌握C/C++/java/pytyon中的一门编程语言；3. 具备良好的分析与解决问题的能力，对富有挑战性的工作充满热情；4. 有持续提升自我的意愿、强烈的责任感和良好的团队合作精神；5. 符合以下一或多项条件者优先考虑       a)  有推荐系统或展示广告的相关算法研发经验       b)  有互联网反作弊项目的研发经验       c)  熟悉常用的数据挖掘及机器学习算法, 深知原理并具有用相关的实践经验，       d)  对Hadoop/Spark等分布式计算平台有丰富的实践经验",1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
509,高级算法工程师,算法,22500.0,上海喆塔信息科技有限公司,合肥,5.0,无,岗位职责：1. 负责强化学习、深度学习人工智能数学模型研究、算法实现及优化；2. 跟踪人工智能技术和算法的前沿技术；3.深度了解机器学习算法模型构建和算法实现及应用场景，输出可落地的应用场景解决方案；岗位发展：1. 部门核心职位，合理的产品规划路线图，稳定的工作环境，良好的职业发展空间。2. 与半导体/液晶显示领域技术专家协作，创造业务价值，提升影响力3. 与核心算法团队合作，提升技术能力4.个人成长有具体的规划方向，未来成为部门负责人岗位要求：1.硕士及以上学历，数学、统计学、物理、计算机等相关专业，至少2年以上开发经验；2.精通Python、R、Java等至少一种编程语言，熟悉Linux平台和开发环境；3.具备良好的数据结构、算法分析与设计基础；4.熟悉至少一种常用大数据平台或核心功能组件，如：Hadoop MR-HDFS-YARN、Spark等；5.熟悉常用的机器学习算法，了解不同模型的特性，具有运用高级数学模型进行综合大数据分析的能力；6.熟悉SQL语言，熟悉至少一种开源大数据相关数据库系统，如Hive、Spark SQL、Impala等；7.具备理解英文技术文档和论文的能力；8.具有强烈的责任心和钻研精神，以及团队协作精神；9.有团队领导经验者优先；10.能够适应短期出差；公司/团队介绍：1. 喆塔团队专注于工业大数据与工业AI，目标是成为中国智能制造服务的标杆。我们的愿景是帮助中国制造业完成智能化升级。2. 喆塔是半导体及面板智造领域最懂客户需求的团队；喆塔团队正在运用大数据和AI技术帮助制造业客户完成生产、管理、运营的智能升级；喆塔的产品架构融合工业互联网的各个要素，CIM + IoT+ 大数据+工业AI + SaaS + 移动互联。3. 喆塔团队71%都是在行业内的资深人才，20%以上通过PMP资格认证。既有行业专家，又有技术大拿。4. 喆塔的企业文化是学习，创新，当责，共赢。每一个加入喆塔团队的同事，都愿意与喆塔共同成长，共同投入，共同收获。一起打造一款新产品，一起开拓一个新领域，一起成就一番新梦想是喆塔团队的前进动力！,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
510,实习生 算法/自然语言/语音识别,算法,5500.0,安徽迪科数金科技有限公司,合肥,0.0,硕士,、主要工作：参与团队合作，对经传统语音识别厂家识别后的内容进行处理，提升识别准确率2、***工作时间：自由安排，但整体符合项目进度3、全职工作时间：双休，周一至周五早8:30-下午5:304、工作地点：***不限地点，全职在合肥市高新区中科大先进技术研究院5、***待遇：硕士生3K-5K/月，博士生4K-8K/月6、要求：计算机相关专业，熟练使用Python，方向为语音识别方向7、公司介绍：母公司深圳天源迪科（代码：300047），子公司安徽迪科数金8、其他：可以开具实习证明，优秀员工有单独奖励，享受公司试用期员工全部福利，毕业后可以申请到公司任职。,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
511,算法与数据应用工程师,算法,12500.0,南京牧镭激光科技有限公司,南京,1.0,硕士,任职要求：1.硕士研究生及以上学历；专业不限（推荐数学、大气气象学或信息通信等专业）2.有雷达数据处理或算法研发经历者优先3.CET6；掌握相关软件，能够编写脚本用于数据自动化处理；具有良好的数学基础4.学习能力强，具备探索精神，能够独立承担工作，提出建设性意见。岗位职责：1.负责激光雷达数据处理，设计实验方案，评估系统性能；2.结合应用需求，设计、验证并实施，数据相关解决方案；3.配合系统设计要求，进行数据处理、算法优化，提升系统效率；4.对雷达数据进行维护和管理，挖掘应用价值；,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
512,传感器融合算法工程师,算法,22500.0,启迪云控(北京)科技有限公司,北京,3.0,本科,工作职责：  负责车路协同系统算法相关的研发，包括但不限于以下算法：  1. 传感器融合算法  2. 目标追踪算法  3. 目标检测算法 任职要求：  1. 计算机、数学、自动化、模式识别与智能系统、信号与信号处理等相关专业  2. 熟悉多传感器融合技术  3. 熟悉常用的图像处理算法、目标追踪算法等  4. 具有扎实的C/C++/python编程能力  4. 具备优秀的数学能力，熟悉常用的机器学习/深度学习算法与理论,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
513,调度算法架构师,算法,27500.0,广东三维家信息科技有限公司,广州,5.0,本科,工作职责：1、负责公司云渲染服务架构设计及基础模块功能编写；2、负责公司云渲染服务调度框架设计及核心功能编写；3、了解前沿技术发展，制定产品发展方向；4、指导，培训团队成员，并带领团队成员完成制定的工作目标。任职要求：1、本科及以上学历，计算机相关专业；2、具备扎实的计算机理论基础，对数据结构及算法有较强的功底；3、精通c++语言编程，具备优秀的系统Debug/Profiling能力和经验；4、熟悉分布式架构原理，精通分布式应用的设计实践，熟悉Docker、Kubernetes ；5、具备实际的大数据业务开发经验，具备大规模集群管理经验者优先；6、具备良好的软件工程研发素质，具备敏捷开发经验者优。,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
514,算法研究员,算法,30000.0,上海鼎修天工贸有限公司,上海,0.0,无,、优化算法并改进产品算法库； 2、根据产品部门的需求，提供各类算法参数调整工具； 3、与产品开发人员协同工作，改善产品性能，提高算法的鲁棒性； 4、算法代码的跨平台实现；模拟真实环境搭建算法测试平台等 任职要求： 1、算法研究背景经验，对语音识别有较深入理解；在信号处理、声学建模、语言建模、多语种识别等一个或多个方面有较深入研究； 2、对语音识别的深入理解，具有模式识别专业知识，精通信号处理、语音识别核心算法；了解国内外语音识别技术的发展状况； 3、对深度学习有了解，有数据处理经验。  语音信号处理，自然语言处理，只要是做算法的，讯飞声智思必驰云知声阿里腾讯百度,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
515,算法工程师,算法,,上海电气风电集团有限公司,上海,0.0,本科,、参与算法模型开发；2、参与算法模型接口开发；          3、参与算法模型云端、场端部署实施；          4、算法模型运行迭代优化，不断提高模型精度。          任职要求：1、熟悉Python、TensorFlow、R中的一种及以上，熟练掌握SQL；      2、熟悉机器学习相关的算法（例如、聚类、分类、回归等）；          3、熟悉分布式原理，能使用Spark编程框架进行模型构建、优化；      4、熟悉算法模型构建的一般方法论（例如CRISP-DM），能独立分析算法需求，完成算法模型的开发。,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
516,资深视觉算法工程师,算法,22500.0,航天智造（上海）科技有限责任公司,上海,0.0,硕士,（1）具有机器视觉应用系统的集成开发工作经验，研究生及以上学历，计算机、自动化、图像处理类专业；（2）熟悉单目、双目视觉点云采集、拼接、冗余处理算法；（3）熟悉机器视觉镜头、光源、相机选型，熟悉视觉系统的搭建及设计；（4）能够制定机器视觉系统方案及实施计划(视觉系统硬件选型，包括相机、镜头、光源、处理器)；（5）精通C#、VC、C++等编程语言，熟练应用.NET开发工具，熟悉人机界面开发和智能相机应用开发；（6）熟悉OpenCV、Emgu、Halcon、NI-VISION等相关视觉软件开发库；（7）三年以上视觉系统开发经验，可独立承担项目，有机器人结合视觉集成项目或人工智能结合视觉技术的项目经验优先。,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
