,职位名称,职位名称关键字,职位薪资,公司名称,地区,工作经验,学历要求,职位描述要求,Excel,Sql,Python,Mysql,Oracle,Java,Hadoop,Linux,Spark
502,数据库管理员,数据,12500.0,杭州奥博信息技术有限公司,杭州,3.0,大专,、负责数据库的日常操作、安装、配置、监控、备份、恢复、数据迁移、扩容等；2、快速处理解决数据库系统运行中出现的故障和问题，保证业务数据安全、可用；3、参与制定和实施数据库优化方案，保证业务数据库稳定、安全、连续地运行；4、参与并支持相关项目上线（数据库相关部分）；5、撰写与维护工作相关的文档，如数据库的设计、管理和维护文档。任职要求：1、计算机相关专业，有优秀的数据库理论基础；2、3年以上DBA和系统运维经验，熟悉数据库的管理、维护、数据库结构设计和优化，精通ORACLE、MYSQL数据库；3、精通SQL脚本、存储过程、触发器、函数的编写，有丰富的数据库管理、运维调优经验；4、具有较强的学习能力、逻辑分析、数据分析能力、问题排查能力、数据库优化能力；,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
503,数据工程师,数据,8500.0,江苏中科院智能科学技术应用研究院,常州,3.0,本科,熟练掌握主流数据库软硬件架构，包括Oracle、SQL Server、MySql的软硬件搭建、网络环境搭建及配置实施；2.熟练操作Linux系统，熟悉SQL语句编写实施工作；3.熟悉TOMCAT、JDK等安装及参数配置，熟悉hadoop大数据技术的优先；4.本科及以上学历，3年以上相关工作经验。,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
504,数据分析工程师,数据,7500.0,无锡中科光电技术有限公司,无锡,3.0,本科,岗位职责： 1、对大气环境监测常规监测数据处理、收集及实时分析，参与现场排查工作，判断污染来源，为污染源巡查、治理提供针对性管控意见； 2、结合考核目标，对常规分析、现场工作、管控效果进行总结提炼，可独立完成撰写日报、周报、月报等； 3、负责与客户沟通数据工作开展，提供数据支撑，对实况、成效情况进行汇报，协调引导客户需求，协助做分析决策； 4、项目数据的整理记录、有序，归档； 5、配合项目需求输出其他类型数据的工作要求及上级交办的其他工作。 任职要求： 1、本科学历，大气科学类/环境科学/环境工程相关专业，1年以上工作经验，大专学历有2年以上工作经验者亦可考虑； 2、有良好的团队合作精神及沟通能力，逻辑能力及语言组织表达能力好，善于提炼总结分析； 3、良好的数据处理及分析能力，熟练运用PPT、Excel、Word等办公软件；  4、对工作细心、耐心，积极性高且有较强的责任心； 5、有较强的抗压能力，适应中长期出差； 6、数据分析整理汇报者优先，有政府项目对接、合作经验者优先。,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
505,数据分析,数据,5250.0,济南中通仓储服务有限公司,青岛,1.0,大专,						1、公司运营核心指标体系监控及异常指标分析，区域竞争力KPI监控和分析；3、负责开放销售相关数据达成进行监控，出周度、月度报告，分析出问题点，推动相关部门；4、推进销售业务完成，做好销售过程管理工作；任职要求：1、可以独立完成经营分析报告输出，精准的输出业务问题点，并跟进业务改善进度及效果；2、熟练掌握officeSQL等办公软件；数据分析能力较强描述性分析、回归分析、方差分析；3、为人踏实、稳重、应变能力强、抗压力强；4、有相关数据可视化工作经验、自动化报表开发工作经验者优先；。 5、有较好的团队精神，可承受较高的工作压力；具有较强的执行力，确保各项工作按计划执行；职能类别：										储备干部									关键字：数据分析,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
506,大数据研发工程师,数据,12500.0,兰州领新网络信息科技有限公司,兰州,3.0,本科,岗位要求：1、计算机、软件工程、大数据、数学相关专业，本科以上学历；2、四年以上工作经验，两年以上大数据应用/开发经验；3、熟悉数据仓库和数据建模的相关技术细节，有编程经验，熟悉Java语言。4、有hadoop、spark、storm、kudu等研究使用经验；5、具备良好的算法和数据结构基础；,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
507,商务拓展（车险数据接口）,数据,37500.0,杭州紫水磐科技有限公司,杭州,5.0,大专,工作地点：杭州（总部）、北京、上海、深圳、广州1、负责保险行业中车险体系API接口调用的业务拓展、销售运作，能强有力的将销售计划转变成销售成果；2、设置销售目标、销售模式、销售战略，完成销售目标；3、分析新的和原有销售市场潜力，制定销售计划和战术；4、关注于维护和提高公司市场竞争力。任职资格：1、统招大专或本科以上学历；2、5年以上工作经历，3年以上保险车险行业模块或大数据产品销售经验；3、优秀的项目运作能力，良好的沟通能力；4、大型行业背景经验优先考虑：政府、教育、医疗、财政、税务、金融保险等；5、自带项目植入公司将提供优势平台；6、有敬业精神和优质的商业道德。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
508,临床数据管理员,数据,4500.0,武汉伯瑞恒医药科技有限公司,武汉,0.0,大专,"工作职责：1.专职负责临床试验管理数据收集、录入，达到临床数据的真实、客观、准确、完整。2.进行严重不良事件和试验数据一致性核查，3.根据数据核查计划核查数据，对可疑数据发布数据质疑表，解决数据质疑，并更新数据库。4.在规定的时间内完成一致性检查报告和进展报告，负责医学编码并根据需要完成质疑表；5.在相关的法律、法规和指导原则的要求下进行CDM,并负责整个过程的质量控制；6.完成部门相关的其他工作；任职资格：1.临床医学、药学、 生物统计、公共卫生、数据管理相关领域大学专科及以上；2.年龄不限，有临床和药学经验者或CRO临床数据工作经历者优先3.熟练操作office办公自动化软件及数据库软件4.熟知CFDA，GCP和其他临床试验相关法律、法规的要求；5.遵守公司规章制度，高执行力、责任心强，有良好的沟通和协调能力。",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
509,4721GO-高级咨询顾问（智慧城市大数据）,数据,37500.0,平安国际智慧城市科技股份有限公司,深圳,5.0,本科,						1、负责数据产品解决方案相关工作，完成与售前、研发等团队的沟通、协作；2、负责本部门数据解决方案、工作说明书、调研报告等相关材料的创新、编制、用户宣讲等工作；3、负责完成相关用户调研工作，结合用户需求、成熟产品，形成可交付、可实施的解决方案，促成项目落地；4、完成部门产品相关材料的整理、编制、迭代、创新工作，指导产品的研发方向及项目的交付实施。  任职资格：1、从事智慧城市、政府信息化相关解决方案5年以上，能够独立承担项目产品售前工作，有咨询公司工作经验的优先；2、熟悉新型智慧城市、互联网+政务、互联网+监管、数字经济等领域，对国际国内大数据产业的政策、业务、技术及发展有深刻理解；3、熟悉数据架构相关知识，对大数据有较深理解和认识，具备较高水平的解决方案编制、交流撰写能力；4、熟悉数据治理体系、数据共享交换体系及主数据管理，熟悉国际DAMA等常用的数据管理标准和规范，熟悉智慧城市、政府相关数据管理标准和规范；了解常见的数据治理、数据共享交换、主数据管理平台；5、工作认真负责，有出色的沟通技巧和团队协作能力，有较强的执行力和推动力，具有服务意识。																		,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
510,数据运营总监,数据,42500.0,华住酒店管理有限公司,上海,0.0,无,工作职责:1、制定对细分消费者的业务规则，并在后续的工作中收集更多的信息提供合理的迭代方案2、制定并设计偏好模型以供活动使用3、为快速做决策设计可供不同阶段使用的分析工具4、现有商业模式中关键假设的评估与研究5、将评估模型作为一种企业内学习工具进行推广，并在企业内推广数据导向的文化6、建立市场数据跟踪机制。跟踪每次营销活动后的趋势、模式或数据相关性，并以仪表板的形式呈现7、培训其它工作伙伴的数据解释能力任职资格:1、5年以上消费者商业分析、数据运营、数据营销领域经验2、数据分析，数字转化能力，消费/服务行业知识优先(商业和技术的混合)。运用数据和软件技术解决商务问题3、对数据挖掘、数据建模、预测建模、消费者保留等方面的最新趋势/***实践有鉴赏力或好奇心4、熟悉多维度数据的采集和分析及应用方法，包括线上/线下/交易/行为/社交等5、品牌方消费者数据标签体系的规划或运营经验6、商业数据可视化规划和应用能力7、熟悉至少一种数据分析工具8、具有处理大数据集的经验，并了解支持大数据集的后端系统更佳9、了解如何查看和使用来自不同消费者接触点(零售、在线、社交等)的数据10、优秀的项目管理能力：影响力、领导力、跨部门协同工作能力,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
511,大数据产品经理,数据,9000.0,北大青鸟武汉宏鹏（鲁广南校区）,武汉,3.0,本科,"岗位职责：1.负责大数据产品的调研分析.用户体验调研.需求撰写规划、实施及产品的持续优化改进； 2.能敏锐把握用户需求.形成产品需求文档； 3.与团队合作.不断改善产品.提升产品的用户体验, 4.跟踪各渠道用户反馈.根据数据、业务及需求的变化.调整产品方案； 5.有团队合作及创新精神.善于利用资源.并归纳总结, 6.把握移动互联网发展趋势.分析跟踪竞争对手.定期完成分析报告或产品竞争战略和计划；任职要求：1.懂IT行业.对JAVA.Python有一定的了解.对IT教育行业用户群体的需求能准确把握 2.有一定的销售经验.对销售有强烈的欲望 3.对网络各类推广平台有一定的了解 4.具有良好的沟通能力和技巧.文字表达能力强.能够与客户有效沟通.思维活略.能够进行行业类文章的撰写.能够每天对咨询环节中出现的问题进行汇总并及时进行反馈 5.吃苦耐劳.有较强的服务意识和团队协作精神.有很强的执行力和自驱力、抗压能力.能快速、有效的完成既定目标",0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
