,职位名称,职位名称关键字,职位薪资,公司名称,地区,工作经验,学历要求,职位描述要求,Pcb,C,Protel,Ic,Qc,Arm
722,车灯电子工程师,电子/半导体,11000.0,广州康莱照明科技有限公司,广州,2.0,本科,、负责产品开发工作；2、根据客户要求，制定产品方案和样品，处理产品异常；3、负责产品原理图设计，及PCB Layout工作；4、产品技术图纸编辑下发；5、产品性能测试验证及整改。任职资格：1、电子信息工程相关专业本科以上学历，2年以上相关工作经验，有Layout经验者优先；2、熟练应用Altium Designer等EDA工具，有线性电源或DC/DC电源开发经验，熟悉汽车LED驱动设计；3、熟悉汽车EMC及可靠性试验规范者优先；4、熟悉汽车开发流程，熟悉APQP、FMEA等工具。5.熟悉CAN，Lin通信优先。你可以享有的福利：1、8小时工作制：9:00-18:00，单双休2、每周五下午茶3、完善的培训4、享有国家法定节假日5、经正式录用后，交五险一金6、节日福利7、公司不定期组织团体旅游，有出国机会8、年终奖，绩效奖9、公司升职空间大,1.0,0.0,0.0,0.0,0.0,0.0
723,电子工程师 电源,电子/半导体,12500.0,深圳市华彩光电有限公司,深圳,2.0,大专,岗位职责：1、负责灯带灯具配套电源控制器类新产品开发，老产品迭代项目的开发实施；2、负责智能家居照明控制系统的方案整合，产品输出，以及配套应用管理；3、负责公司相关产品的认证实施及管理；4、提供对电源控制器产品线相关产品的售前售后技术支持。岗位要求：1、从事开关电源或适配器电源2年以上经验，熟悉正激，反激，buck，boost等电路架构；有LED电源开发经验优先；2、熟悉行业主流IC及外围架构，熟练使用protel或AD或pads等layout软件；3、熟悉智能照明应用主流协议，应用模式，能对智能照明资源进行整合开发；4、熟悉CE/CB/SAA/UL等认证技术标准及认证流程；5、具备良好的沟通与协调协作能力，有项目管理经验优先。,0.0,0.0,1.0,1.0,0.0,0.0
724,电子维修工,电子/半导体,5250.0,深圳羿龙电子有限公司,深圳,2.0,中技,硬件产品维修，生产线不良品的分析和维修；2.负责PCBA样板焊接，配合样机整机组装；3.熟悉电子元器件的型号、封装和作用；有一定的电子原理基础知识。4.最好能使用各种维修和检测工具，具有样机调试能力，能够对硬件故障进行定位和排除；5.相关日常事务性工作；任职要求：1.专科或以上学历，电子专业，熟悉PCBA线路分析，了解电子元器件特性及其使用；2.动手能力强，熟练使用热风枪和电烙铁，焊接技能精湛，有BGA植锡和焊接经验，能熟练的焊接PCB板上的各种元器件；3.能看懂电路原理图，具有一定的电路分析能力；4.两年以上电子产品维修及测试工作经验；5.团队协作意识感强，有责任心、踏实认真、积极上进。,1.0,0.0,0.0,0.0,0.0,0.0
725,电子料采购员,电子/半导体,7000.0,深圳市智芯时代科技有限公司,深圳,2.0,高中,负责公司采购工作（包含电子物料，包材等）。2. 根据项目计划和生产计划制定采购计划。3. 熟悉供应渠道和市场变化情况。4. 对采购物资严格把控质量。5. 组织对供应商进行评估，认证和管理，与供应商在平等互利的原则下开展业务往来。岗位要求：1. 有一定的组织管理能力，有敬业精神和职业操守，吃苦耐劳、责任心强，有较强的学习能力和团队合作精神。2. 熟练采购流程，采购单据的规范和审批。3. 18-35周岁，五官端正，性格外向，无犯罪纪录，有蓝牙耳机PCBA方案商工作经验者优先。,0.0,0.0,0.0,0.0,0.0,0.0
726,工程部经理（电子方向）,电子/半导体,11500.0,成都鑫豪斯电子探测技术有限公司,成都,0.0,大专,、负责公司生产工艺、产品维修、设备管理等工作，组织本部门的员工按时保质保量完成公司下达的任务和其他工作任务；2、负责参与新产品的方案评审工作，新产品的生产导入，组织编辑相应的作业文件；3、分析产品的质量和成本状况，进行产品的设计和工艺优化，提高产品质量，提高生产效率，降低产品成本；4、负责车间的生产工装制作、优化工作；5、负责对产品不良数据的统计分析，提供科学的管控方案；6、负责对部门人员的技能培训、绩效考核及团队建设工作。任职要求：1、大专及以上学历，微电子、自动化、制造工程、计算机等相关专业；2、五年以上电子制造类企业PIE工作经验，其中PIE/工程主管工作经验两年以上，有同行业工作经验者优先；3、精通办公软件，熟练掌握CAD，能看懂电路图和了解嵌入式开发软件；4、良好的执行力和沟通协调能力。,0.0,0.0,0.0,0.0,0.0,0.0
727,研发电子工程师,电子/半导体,12500.0,上海亿倍迅电气有限公司,上海,3.0,大专,一、 岗位职责：负责电动车锂离子电池充电器的产品开发和测试工作；制定电路板技术方案，绘制电路图；完成所研发产品的样机制作、调试和设计验证工作；新选用电子器件的评估、测试。二、 相关经验及技能要求：1、 电子、电气相关专业，大专以上学历；2、 三年以上电子、电气及相关行业技术、研发工作经验；3、 熟悉锂电池充电器或开关电源、电路板的设计和检测；4、 熟悉电子产品生产流程，熟悉常用电子元器件及变压器等的电气性能和初步计算；5、 熟悉单片机开发软硬件设计，熟悉CE认证标准；6、 能应用protel、autoCAD等绘图软件独立完成电路图设计；7、 具有较强的沟通能力和团队意识，能独立或带领团队完成充电器研发项目。,0.0,0.0,1.0,0.0,0.0,0.0
728,电力电子应用工程师,电子/半导体,10000.0,大连芯冠科技有限公司,大连,2.0,本科,、建立电力电子系统开发和测试平台；2、基于氮化镓技术开发应用电路，进行实验室测试，分析、总结测试结果并提供给客户；3、氮化镓电力电子器件应用评估；4、面向客户和下游合作单位应用支持。岗位任职能力:1、本科以上学历，微电子、电子工程、自动化、电力电子等相关专业；2、有三年以上电力电子设计经验，精通AC-DC、DC-DC、DC-AC、AC-AC转换设计和BUCK、BOOST、FLYBACK等拓扑结构，了解宽禁带电力电子器件在高频方面的应用3、熟悉功率半导体器件特性和应用；4、熟悉开关电源变压器的电磁理论和设计；5、有良好的数模电基础知识，有一定的电路分析能力；6、熟悉电力电子常见的设计与仿真软件，具备PCB设计和电路调试能力，熟悉电力电子测试仪器与设备的使用；7、有良好的英文听说读写能力，极强的主动性和责任心，具备较好的团队意识。,1.0,0.0,0.0,0.0,0.0,0.0
729,半导体技术开发主管,电子/半导体,20833.33,上海惟吾人才服务有限公司,上海,5.0,大专,该公司为中日合资的电子制造公司。公司主要生产影像传感器专用彩色滤光片和微镜，其产品主要应用于照相手机、数码相机、数码摄像机等产品上。世界知名品牌。 公司坐落于上海浦东新区张江高科，地铁2号线换乘者方便。 公司为员工提供良好的福利待遇和各类培训。  工作内容： 1、把握客户技术需求，给客户提供技术上的解决方案。 2、管理团队，做好团队成员的工作安排、教育培养。 3、负责公司各相关部门间的协调工作。  岗位要求： 1、大专以上学历。 2、半导体行业经验5-8年以上，30-35岁。 3、英语CET4级或6级。 4、沟通能力强。,0.0,0.0,0.0,0.0,0.0,0.0
730,电子质量专家（集团）,电子/半导体,30000.0,公牛集团股份有限公司,宁波,5.0,本科,、负责前期电子质量策划工作；2、负责制定电子质量管控标准；3、负责参与电子方面质量改善课题的研究和诊断，输出改善要求和方案；4、负责电子产品全生命周期的质量管理；5、负责结构类产品测试要求和标准制定。任职资格：1、全日制本科及以上学历，电子工程等相关专业；2.精通C语言与汇编语言的软件编程，软件架构及流程清晰，规范性好；3.精通模拟、数字电路应用及元器件的规格参数，能够根据产品功能进行方案选型并设计电路图；4.精通PCB设计与可制造型要求；5.5年以上消费类、家电电子软件开发经验和质量管控经验；6.精通相关质量标准和质量控制方式，对于质量改善和赋能有独到见解；7.有理论和实战经验，可深入事业部解决重大质量改善课题；8.具有较强的分析和解决问题的能力和管理能力。业务技能：1.掌握CAD、Protel等专业软件；2.对QC、6Sigma等品质工具熟悉并能运用；3.掌握电子电路、电控等失效模式分析、可靠性分析、测试等技能；4.引导工厂电子类相关品质控制落地及执行。,1.0,1.0,1.0,0.0,1.0,0.0
731,急聘 国内电子商务专员,电子/半导体,5000.0,深圳市智兴盛电子有限公司,深圳,1.0,中专,、打字速度快，每分钟50字以上。2、一年以上国内电子商务（淘宝、京东、天猫、拼多多）实际运营及后台操作经验；3、及时跟踪货品发货动向，及时与用户沟通，维护店铺的正常发货时长；4、及时反馈客户建议、疑难和投诉热点，协助后台的信息收集工作；5、接受上级安排的其他临时性工作。6、工作认真踏实，有责任心，团队意识较强，为人和善， 性格外向，有耐心，沟通协调能力强。7、待遇：底薪+奖金+提成。,0.0,0.0,0.0,0.0,0.0,0.0
732,电子工艺工程师,电子/半导体,11500.0,东莞市超耀光电有限公司,浙江省,3.0,本科,岗位职责：1. 根据上级主管规划，制定周具体工作计划并实施和定期反馈。2. 参与新产品量产工艺的可行性及可靠性评审和提出评审意见。3. 参与生产布局和流程设计，简化优化生产过程，持续提升生产效率4. 处理制程异常和制定相关纠正预防措施，跟进相关责任单位的执行和效果验证。6. 主持新工艺技术实施和老产品工艺的不断改进。 7. 配合IE通过工艺优化和工序合理安排，实施降本计划，8.修订和完善老产工艺文件，参与关工艺标准制定和监督现场落实。9. 前期参与NPI新产品试制导入工作，与NPI做好产品量产交接工作。 10. 完成上级交办的其他临时性工作。任职要求：1. 本科以上学历，3年以上相关工作验；2. 懂电子技术和机械原理，熟悉功放、调音台及音响产品工艺， 有同行业电子产品PE相关工作经验。3. 深谙电子产品和五金制品工艺，熟悉喷漆丝印工艺，对电子产品组装和测试有丰富的实战工作经验。4. 具备广泛的知识面，懂常规测试仪器使用（示波器、失真仪、函数发生器、AP测试仪器等,0.0,0.0,0.0,0.0,0.0,0.0
